0:00 0 1 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:17 0 2 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:34 0 3 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:46 0 3 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:55 0 4 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:07 0 5 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:19 0 6 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:30 0 7 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:41 0 7 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:44 0 8 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:00 0 9 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:04 0 9 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:12 0 9 |[0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:12 0 10 |[0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:24 0 11 |[0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:32 0 11 |[0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:41 0 12 |[0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:51 0 12 |[0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
2:58 0 13 |[0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:15 0 14 |[0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:19 0 14 |[0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:32 0 14 |[0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:32 0 15 |[0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:43 175 15 |[0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:49 175 16 |[0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:01 175 16 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:08 375 16 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:19 550 16 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:22 725 16 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:38 725 17 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:56 725 18 |[0, 0, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:02 725 18 |[0, 0, 4, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:24 725 19 |[0, 0, 4, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:25 725 19 |[0, 0, 4, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
5:27 725 19 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
5:35 875 19 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
5:45 1050 19 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
5:56 1050 20 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:11 1350 20 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:34 1350 21 |[0, 0, 4, 2, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:41 1350 21 |[0, 0, 4, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:43 1450 21 |[0, 0, 4, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:45 1450 21 |[0, 0, 5, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
6:58 1450 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
7:10 1625 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
7:10 1800 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
7:29 1975 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
7:42 2150 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
7:49 2250 21 |[0, 0, 6, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
8:04 2250 21 |[0, 0, 7, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
8:07 2250 21 |[0, 0, 8, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
8:09 2250 21 |[0, 0, 9, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0]|
